Ticker,Price
YIBO,1.8999
TREE,53.85
EZBC,36.9094
EMBA,1e-06
AHNR,0.05
NVDA,116.9201
SHBI,13.75
MVPA,32.2241
VSOGF,47.425
TECX,17.35
CDZI,3.79
MTD,1375
CGXEF,0.1943
OAKUU,11.06
ODD,42.045
BAMD,30.87
PDEX,19.51
ZI,11.965
LHGI,1.5e-05
CDBT,0.069
CION,12.42
POLA,0.5274
FCNCO,22.8
FGBIP,19.66
RDWR,17.755
CRCT,6.12
SVMH,0.2185
MARIF,3
JSI,51.9717
AAN,9.975
BMXC,0.0069
SXUS,18.8267
CSNVY,20.79
TRVR,28
ODP,41.74
KVUE,18.705
VPV,10.86
BXP,69.3
AEG,6.265
GGT/PE,22.55
PRIF/PK,21.19
TRPEF,8.8
STMEF,42.58
DFAI,30.62
COLRF,0.06
CNET,0.774
MHI,9.1917
DHCNL,15.165
OILSF,1.95
MGNI,14.835
TBIIF,0.25136
TOSRF,16.4583
BANX,19.2001
LUMO,1.52
SCHH,21.495
NBST,10.88
SMDRF,0.3659
STAX,25.21
LLYVA,37.94
AMSYF,23.27
CGEN,1.89
IBDP,25.12
ENG,1.6901
LSMG,0.0077
MNR,19.7267
LSXMK,23.24
ZSHGY,15.86
EQAL,46.7601
TYNPF,31.546
PBEGF,0.4057
BABX,14.7
OP,1.9899
BKRIF,11.25
AGESF,46.725
VEMY,26.835
NITE,26.18
GNYPF,0.1051
SWSS,10.5
TTNP,6.22
SCCE,22
TCCPY,3.65
BCHMY,9.585
WILLF,40.5
QTR,30.1599
SOLR,27.9523
TMFC,54.325
SCE/PK,24.75
KIND,2.79
SLGL,0.83
OCIO,33.77
MARZ,31.59
VFS,4.685
USVM,82.6801
GNVR,2
UST,43.3201
NYMTN,21.3
ATNM,7.34
SNPE,51.32
FNMAM,8.31
ESAB,100.52
PRLH,11.02
RDNT,61.43
ISWN,19.66
NFLX,642.32
PCEF,19.0873
RUN,17.64
JKHY,171.16
ZRFY,0.0002
SIOLY,0.8467
EVAX,3.0997
YELLQ,5.95
POSAF,0.102
DZCA,0.1479
FBLG,5.28
PFIG,23.61
SCLX,1.9045
WEX,190.77
SLSDF,0.0077
CRRFY,3.17
PGNE,1e-06
AABVF,0.04
QBUL,25.2504
MNSB,17.7306
ECC/PD,19.56
BSTO,0.017
MAYW,29.4197
ACRV,7.495
PH,555.65
PBA,37.96
ATAI,1.53
HRMY,32.31
GOVB,10.5
OPINL,10.35
EURL,27.225
EFRGF,0.36
BICX,0.52
ISJPF,5.579
AGRX,1.44
FARM,2.92
MVVYF,0.0157
DLR,156.18
HYEM,19.282
KNOW,10.6425
HL,6.15
HCEI,1e-06
SKFRY,19.59
JPUS,114.0411
SVMLF,0.424
CIK,3.045
FCUS,26.9
FLWBF,0.1472
ISRVF,80.29
SPGI,489.32
SRNE,0.01
ISHG,71.14
LRDJF,0.0472
CAMG,0.114
MEOBF,0.7078
JSCP,46.66
FKYS,12.49
RSPS,31.75
VKI,8.91
ARCH,155.81
KFY,71.66
PTNQ,72.02
WBS/PG,23.1
QNTO,11.5
LDTC,0.85
ATMP,26.02
MMDDF,0.011
BCD,31.9999
GPI,315.175
EFIX,16.1526
VCR,326.67
CTGCF,0.0401
HUMRF,0.11
GUSA,48.1259
AFFY,0.0007
GATX,147.82
TYCB,46
ZGXNF,3.65
VGSR,10.2801
CMCAF,11.2
SRTS,5.94
LWCL,24.75
FBND,45.665
STOT,47.04
NYMTM,23.9506
SIHY,45.61
KLYG,0.0798
DYNI,28.7958
CILJF,1.42
TRPRF,13.4949
XLPI,0.0022
ESGD,80.7
UDOW,90.46
RRC,33.19
IBDX,24.92
MLGF,22.605
RMBI,11.928
THC,133.825
DGTHF,0.01025
MNAP,1e-06
NYT,52.49
FOTB,102
TSPH,0.2001
PWUPU,11.1
SSDRF,94.73
NRGD,164.785
FECCF,5.88
NXDT,6.645
MWG,0.5147
ICVT,80.14
PNR,81.26
TOYO,2.41
IBIE,25.465
VNLA,48.635
HPF,17.02
PLL,12.12
KOD,3.09
AGXTF,0.3962
KBSTF,12.5
CNX,25.95
CMLS,2.145
TDS/PV,18.455
CAXPF,0.0359
LGRO,31.57
ATCLF,0.0011
FGLDF,0.02985
MMC,218.45
RYBIF,13.28
UBCP,13.03
BXMX,13.47
DECT,31.25
BWAY,6.62
VMSI,0.0013
AVSC,55.2084
OZSC,0.0012
JBTC,24.5
PMEC,0.5242
ISVYF,8.7
RHCO,0.017
WHGOF,0.208
CVX,163.5
EVTR,50.4999
OPMXF,0.94506
VTKLY,7.05
LRGC,64.61
APRP,26.2445
CWLPF,0.738
GROY,1.43
JULZ,41.28
KNGRF,0.172
INTK,1e-06
IREN,10.72
PCRX,21.06
SHLRF,255
LNG,183.7
FTGC,23.56
XUSP,38.18
SWSDF,718.03
SPSK,17.92
ATLMF,4.95
FHELF,0.065
YHEKF,1.21
ADSV,1e-06
YAMCY,22.57
TINT,34.3649
KOF,87
WOEN,0.0003
CRVL,285.125
CHEOF,232.96
EQRR,59.5885
IQLT,39.64
MSB,17.82
TLTZY,5.05
JCPB,46.915
VYGVQ,0.0001
TNA,47.2499
GAB/PG,21.05
TPR,42.655
CTMLF,8.78
DY,170.37
ANGI,2.35
LAW,5.67
IEI,116.76
TLK,20.09
KMBIF,9.8
OFLX,52.89
RTOXF,4.37
PTMN,19.89
UVFT,0.0001
HCMC,5e-05
SMFRF,38.79
LSDIF,0.022
PUTRY,4.68
NEOG,17.32
XDOC,29.23
VNT,40.47
PYCR,13.11
SID,2.345
RGS,22.4999
CINT,5.79
SGSOY,9.19
DTCFF,0.611
LTL,67.4459
BWMX,15.71
TGRR,1e-06
BMWYY,33.32
GAXYQ,1e-06
TSM,166.74
CSWC,26.5288
QTI,0.664
MSVX,24.7589
FTDS,51.0528
AXTI,3.65
POAHY,4.685
QTRHF,1.3
GII,56.745
BIBL,39.35
GLRE,13.48
GRX,10.05
CASS,42.941
ZJUL,26.19
BIOVF,25.204
REMI,0.055
VICI,31.38
DLMAF,92.99
FLMTF,0.017
PRDL,0.0002
DRUP,52.1023
LFGP,14
CPAC,5.64
BIL,91.64
ABEO,5.29
OPAD,5.0099
BGLD,21.35
GGAZF,0.0192
GPCR,37.23
STRL,113.965
XJR,41.45
QLVE,25.4047
PII,87.01
BWVI,0.0017
JBBB,49.105
FUND,8.1008
ALDS,0.012
RKNEF,4.5
HUDRF,0.0275
DIVD,33.11
ALB,97.055
GAIN,14.1801
CXDO,3.87
HUDI,2.4414
ZIM,18.03
PLPC,128.82
DNMR,0.6085
TTSH,7.15
HIBS,21.81
BPHLY,42.91
DELKY,11.98
TVAHF,13.97
MIO,11.8445
BBBS,50.639
FAZ,8.83
SRZN,9.3
MMTM,245
BKHAU,10.35
SZNE,37.98
AGOAF,1e-06
XMVM,55.6
TOLWF,3.64
DLNG,3.99
RBA,80.97
ALSMY,1.92
ZMDTF,0.13465
VIGI,84.15
ETOLF,0.8872
CLPT,7.22
BELT,29.07
TUWOY,0.195228
EVO,4.81
LRLCY,88.93
AOA,76
IAT,47.11
RLX,1.8
BOMBF,14
BBLU,12.435
QMEI,0.153
DVAX,10.665
TSEM,40.21
GLOW,25.5872
CFR,115.035
SCIO,20.385
BVHMF,17.54
GRYN,1e-06
GUSH,37.03
AGNPF,0.105
GAQ,11.3
AMKR,40.79
KTWIY,89.27
BKKLY,18.62
PXFG,0.05
MINBY,23
KNW,0.43
BVVBY,57.53
BKN,12.01
AVVIY,12.8
DAC,86.28
DYTA,30.6
ALL/PB,25.84
SFTBY,33.36
VNOM,42.48
GNSS,2.5801
SELF,5.1623
QINT,50.12
PFFVF,176.15
BHFAP,23.5
ALT,6.98
MDNGF,0.3779
JPIN,57.5316
GLUE,4.63
CLOI,52.91
BWB,13.73
MDXG,7.45
LBNKF,0.524
ABAT,1.09
PBFFF,0.05
EGLXF,0.1188
UYLD,51.12
INBC,8
PTOAF,0.2506
SMTGF,28.92
TFLM,0.1675
CKISF,6.06
HMBL,0.00025
PTCT,32.73
CNRIF,0.1
INFR,24.4314
ZSC,23.575
SBI,7.91
JHMD,34.3785
RHEPB,3.95
AKA,16.9
OPK,1.495
JPPYY,0.08
FMCCT,7.88
KHYB,24.9999
STXG,40.48
WPDPF,0.001
EMCG,11.29
STMZF,11.325
ITP,0.2301
LRAXF,0.3777
HALL,0.0026
NILIF,0.2947
BYROF,0.0321
TAMG,0.0293
SOXS,23.45
WDC,69.715
NEM,48.145
ITDE,30.6001
MTUM,191.95
AXAHY,35.2
COHU,33.41
IQSM,31.8027
LNSR,5.1767
GRDAF,0.0286
ORKLF,8.187
BLGVF,0.01754
LXEO,11.21
NTCPF,0.365
QEFA,77.2566
DPSTF,44
SNV,46.37
CERE,42.855
KWHIF,38.25
CTRM,4.72
SVAUF,3.53
SEM,39.34
ALMMF,0.6014
SEPT,29.2851
QH,0.50675
IPGGF,0.28
CVKD,0.441
LILAB,10
SASOF,7.84
AQSZF,0.01645
BSEFY,15.1
BZAMF,0.027
FXN,18.75
MAKAF,0.095
USCB,14.665
ERIC,6.695
CWS,65.37
CXIA,1e-06
PGRU,6.07
FLIDY,4.75
QQQU,35.5
NODK,15.71
HPMCF,0.05
BMEZ,15.865
TARGF,0.0193
ASB/PF,19.9
MOR,18.7
BIG,1.255
CMPO,7.69
ABR,13.24
EESH,0.01
SUSC,23.07
LGOV,21.519
SWDBF,19.928
CIX,24.4
EADSY,35.79
BLMN,19.56
RGCCF,0.24375
JIRE,64.27
EVNT,10.3299
MTBLY,0.682535
OBDE,15
IDDTF,33.6
VSTE,2.6236
HBCP,43.95
GNOV,33.92
IYF,101.3294
MCAAU,11.64
ASGTF,40.5
HISEF,3
GDDY,143.815
FTGFF,4.34
AMAX,8.1
AUXIF,0.011
INNI,0.0184
F/PC,24.11
GNL/PA,20.89
EBTC,28.8772
PXLW,1.0812
PRBEF,11.63
INFL,36.12
BATT,9.2803
USA,7.035
ADSE,12.38
BCLI,0.3935
ERMAF,115.71
MGYOY,4.08
RGEN,133.82
HPH,5.83
DXCM,113.61
ISDDF,6.3333
CRTD,1
EHC,86.4
CULP,5.14
FFC,14.95
SDXOF,86.3
FTRI,13.49
ITB,116.73
BTT,20.8036
QIPT,3.4636
ASMB,15.17
AMED,97.72
RWEOY,35.82
ANZGF,20.3
F/PD,25.46
BML/PJ,22.97
GUZOF,2.75
RCBOS,8.5
CWBK,31.9
VRNT,33.95
SKOR,47.97
AURX,0.33
JEF,55.865
NWE,53.83
AJG,271.14
AVT,53.745
PHNMF,0.36012
QQA,49.04
SILV,9.5
LNNGY,48.76
CURZ,1.1
EAT,65.97
FOBIF,0.0453
EBUF,25.21
DPZ,413.255
GEGI,1e-06
SWKH,17.275
TWOH,0.0001
ACDC,8.29
DGEAF,32.7
SVSO,0.0001
TTGPF,1.7
BALL,62.48
URNAF,4.1625
MRPLY,11.15
LEHKQ,0.0003
CGPZF,2.15
GETR,0.1
KOAN,0.0394
CLKXF,13.37
CMRX,0.9492
WBND,20.28
DPRO,0.23115
IMPM,0.0181
HOEGF,11
KYCCF,453.44
BSWGF,0.085
GSBD,15.28
FUAPF,0.006
ALIZF,287.835
EFSCP,19.4
UOCT,34.436
GNK,20.625
AIRTP,17.7641
DEA,13.83
MEMS,25.9499
HGBL,2.69
BYU,1.15
SRRK,8.8
MJUS,1.691
MLMZF,0.0173
PNXPF,0.0111
PARAA,22.1
RETL,9.98
GOEV,2.5968
BTOW,0.2
QQQFF,0.0455
FTHF,24.215
ACAZF,12.6
MTEX,7
TRVG,2.14
ASCCY,16.625
CRGY,12.315
FURCF,12
LQDW,28.295
MS/PO,19.59
NNVC,2.11
XYLO,1.7617
AETHF,0.0316
THYF,52.186
MED,19.36
MAARF,25.27
CZBC,10.69
NAFS,0.0003
DFSB,51.5798
SJT,4.1284
HYHG,64.31
XXMMF,0.19
PDN,33.77
FCRM,0.1
TRCY,12.75
DSOL,0.0002
UNOV,33.48
TCBC,13.79
SPYI,50.85
FETM,27
OSCUF,24.3
XTL,83.325
AJMPF,2.355
SVGAF,0.0603
IFBD,3.16
MHNC,17.79
HTLIF,23.27
KNDI,1.9401
XIGMF,0.0135
EMQQ,33.583
RECAF,0.8523
PABD,54.15
AIRL,25.1
INO,10.83
XBOTF,0.1268
SPMV,44.6656
EXLS,34.39
XPEV,8.465
APVS,0.0001
NIVF,0.95
OGSP,10.095
FAB,84.02
NVCT,6.79
VZIO,10.97
SPNUF,2.385
INBS,1.599
CNLPL,52.42
TFRNF,56.44
ECRAF,0.8301
DLKGF,117.8
DAGXF,2.8
YNVYF,0.078
GIGGF,0.1176
DLTR,106.635
SOL,1.91
TDOC,9.855
BYD,59.3
QVML,33.2093
WKYN,1e-06
SELX,1.68
ZTAX,25.8
NOSUF,0.0315
JWN,23.72
SLAMU,11.2
SNRS,1e-06
NLSP,0.2241
TOFB,0.68
TTTPF,2.56
SPKKY,12.63
GLST,11.08
CSAN,10.125
NCZ/PA,20.725
INTV,0.88
YSG,3.41
PSA/PN,17.19
YYGH,0.82
UJAN,37.4
CRNX,53.36
MFLTY,0.03
ALSSF,3.5
UPW,62.24
TPGVF,0.2116
LBRG,0.02
BBN,16.37
BMDPF,5.35
FSM,5.115
AHCHY,12.96
RWGI,0.017
IPDQF,0.0684
TURN,3.58
XLP,79.03
LIMFF,0.06
IGM,92.96
ENV,61.575
TPH,45.91
RHHBY,39.385
INJJF,3.141
CRARY,7.52
RILYG,18.43
NREF/PA,22.0025
BOIRF,35.85
OCEA,1.18
GXYYY,21.805
SOCL,42.0801
PHO,68.83
VOE,159.2228
GKPRF,0.49775
CHUC,0.181
KBLB,0.1265
AKRFF,0.0906
IBOGF,0.0067
XTMIF,0.05545
VRRM,30.43
VGAS,4.35
DUK,108.43
FRTN,0.0164
BTR,25.5198
SNES,0.567
BSJP,23.0601
IDX,16.54
PARR,24.45
AGNCM,25.09
TKGBY,3.898
SBFM,0.305899
ATGPF,13.85
COTI,0.0101
FDFT,1e-06
MAIFF,0.226
ROCL,11.05
AFYA,18.44
NUVL,80.47
TNYBF,0.0275
SNNAF,0.03475
MGF,3.0974
GNAL,0.0001
SUPV,5.96
RAYD,29.67
VRP,24.165
ESGRP,25.499
RFAC,11.15
CTVA,55.95
GOOY,17.1803
SPOWF,0.0076
RNSHF,47.13
TSCDY,12.83
NXPL,1.21
EBCOY,7.57
FDVA,10.09
CCCS,11.29
EIPI,19.21
VEGN,49.99
VIORF,0.1249
ESMV,27.41
RFMZ,13.995
FFMH,29.5
SRKE,1.15
PSA/PG,22.8901
FANUY,14.173
QTOC,27.5633
TRKUF,0.0145
PCAR,111.91
TVAL,30.94
LEMB,36.412
RNSDF,54
PLHCF,0.15
ACNT,9.6072
ISHDF,7.9435
DMDD,1e-06
DHLGY,44.08
LVOL,52.8464
TTGT,33.56
NSANF,3.77
VEEE,0.52
NIC,99.52
MDXH,2.855
PTH,44.9538
AGLDF,0.0104
ALVOF,3.58
XPO,111.465
ALSA,11.59
AVSD,57.9001
DNA,0.3193
NOHO,1e-06
QAI,31.38
NBRVF,0.0001
IXN,81.59
VGLT,58.97
PWMCF,0.03759
LFEV,0.55
FNAM,0.0008
BPOPO,24.5
DALI,24.6791
AFGE,19.66
SJMHY,1.3
COWG,27.18
TRII,0.0022
HNNA,8.07
ALPIB,28.95
GS/PA,23.4501
SPYX,45.46
TALO,11.74
DTI,5.56
SODI,18.74
MPNGY,30.12
BRW,7.23
CTRA,27.455
AMOM,41.16
PYTCF,6.4
LMGIF,26.63
PRDSY,13.36
VGRDF,50.5804
PSBQ,24
CVY,26.3403
INMB,8.75
HFWA,21.635
HY,72.86
MAKSY,8.085
HNGKY,17.31
GLBS,1.87
PAOG,0.0005
USEI,1e-06
NNXPF,1.814
KITL,0.00172
APLY,18.2209
TAP,54.03
NBCC,23.119
EMPYF,0.2777
ASTS,12.96
GABF,40.865
OVB,20.92
ADMLF,2.25
ADOOY,9
PTGX,35.3
SAPX,0.0008
PNNX,0.03015
BHFAL,22.92
PFBC,86.51
AXTG,0.0014
NWSGY,9.1
PBJL,25.72
FPI,11.725
JNJ,156.49
PP,30.6101
VVR,4.285
SPXCF,7.2
RYN,29.83
BSV,77.235
VNNVF,28.75
CSF,54.05
NSRS,0.0001
PGUCY,2.44
CCWOF,0.0232
OAKU,10.92
BWSN,21.85
APG,36.8
DBB,19.44
WAFD,34.59
NETWF,0.241
FSHRF,0.0026
CTSO,1.045
EJUL,24.73
CFR/PB,18.24
ATCMF,0.145
JULJ,24.91
NNN,46.69
CMCO,37.11
FXY,58.98
VCISY,28.89
UMH,17.77
FINN,11700
APOG,64.255
COWI,1e-06
PXJ,32.945
INHD,0.71
NSRGY,106.54
OB,4.79
DECW,29.81
AUB/PA,24.0987
RCKTF,1.13
PSH,50.5368
ATEAY,6.45
BNY,10.7642
IPMLF,1.557
TSLZ,13.63
ASWRF,0.0262
BRNE,0.00055
RCG,1.7847
MACAU,12.5
EAGRF,0.5805
NVDU,97.77
FLEU,25.685
TIXT,6.455
GEODF,1.69
YEAR,50.525
ACVF,42.33
SHIHF,0.21
DUG,8.9624
ACLLY,48.61
EGYF,0.0649
FOF,12.1
AITR,10.4
CLCGY,37.635
EVUS,28.5207
CZOOF,0.01
PPBI,27.865
UBSFY,4.88
AMFC,18.74
SUND,0.91
HGRVF,7.395
BIRMF,1.5
YOTAU,11.19
CPAI,31.81
CAVR,0.0007
GGN/PB,20.81
FTII,11.02
SNMCY,11.59
FSIG,18.945
IDRSF,2.25
TBF,23.17
ETHXF,15.34
AVCRF,0.18
TGONF,10.19
FFNW,22.41
SVNDY,11.4736
BNCM,0.022
ONYX,11.23
ISEP,27.8916
DFCA,50.2801
CMSQY,17.99
SPQS,0.0006
SPHR,43.41
MPLN,0.3795
MOO,72.98
PHT,7.695
LNXSY,4.78
FTXG,24.48
SHPMY,7.6322
SDD,15.75
FMFP,14.01
PANDY,38.69
BLQC,0.07
PTAIY,5.5999
PCG/PB,20.99
BRAV,0.0001
TDI,29.75
UUUU,5.875
FSHYF,0.43
NGL/PC,24.55
PST,23.05
SRM,1.33
CTNT,0.4326
BURBY,9.93
AWAEF,0.117
TOPS,11.0762
KALY,1e-06
GPRK,10.3
FSMB,19.883
CEOS,0.026
SCZ,64.59
UROY,2.3799
NWCI,1e-06
ARDS,0.0649
MRTMF,0.037
PICB,22.66
MXF,16.5454
TNTMF,0.051
NTRS,88.02
ELEEF,19.305
EXR,169.7008
MZZ,10.3729
FBPA,22.4
DRTTF,0.4
CVII,10.78
IVP,12
EMSQF,12.4234
LION,8.19
BFI,0.2106
AVXL,5.84
RWT,7.535
QUS,151.5901
RIHT,0.018025
XLB,91.78
OBLG,0.182
VMCA,11.46
BLCV,31.7686
SVNLF,9.806
KKOYY,8.97
AZZTF,0.12438
SKYE,6.36
TSHRF,2.97
MZDAF,9.3
FILG,70
APEUF,1.02
FTF,6.555
MFDX,31.1031
VEMLY,54.61
WUGI,67.64
AMXX,0.026
SAFRF,217.8994
KMRPF,4.22
PSYTF,12.91
EDSA,4.87
THUPY,14.38
BHK,10.9675
KMX,83.3
XWEL,1.8
AUBN,18.6
KZR,0.6673
GIFLF,10.4
CRSP,58.78
THSGF,0.48985
KPLUF,11.68
ASMF,25.83
FBL,22.5901
WIMI,0.90825
ALZN,3.9678
TLIF,0.003
RAMP,32.21
GASXF,0.75
TXSS,27.19
CDNTF,169.45
VXTRF,0.069
KTYCF,6.1534
INN/PE,21.0999
HIDV,69.9605
NSA/PA,22.748
BMDL,25.2829
KUKE,1.27
NTRU,0.00427
ARESF,4.85
GOOG,180.26
INDO,2.58
SNPG,42.5
VV,254.25
FMAT,51.8377
IVR/PB,24.6
XSNX,0.0139
TEN/PF,27.29
FLSP,23.71
IVW,92.47
VTES,100.48
BCTX,0.738
PPLL,68
MGRE,25.41
STLA,20.785
AMBK,15.4
HNRC,0.0102
LTUS,0.0006
VTRBY,2.2
ANYYY,20.97
JEHLY,14.55
RAMPF,9.485
CGTRF,0.021
SBSNY,30.95
WRBY,16.54
XTRXF,12.6873
PNBI,21.5
TCRI,0.179
PUTKY,30.4
MAIA,3.6099
FIBK,31.995
FCPT,27.5
AIBRF,5.498
APXYY,0.1671
CGIB,25.21
RL,169.6
TYFG,43.25
EBAY,55.26
PSA/PR,17.99
LVRLF,0.05
GUNR,41.39
BOUYY,7.07
AVTE,1.81
MLSS,0.87
ELYS,0.0001
ED,94.76
STNC,30.4495
BZTG,0.0001
EMDM,23.7996
AGRI,0.0737
VIRC,16.27
BY,28.5704
AMMPF,0.0184
SST,1.41
MDCP,27.875
BIO,318.1
SPE/PC,23.1
WWSG,0.0001
GSTX,0.0067
SB/PC,26.0219
FBIZ,42.0836
SPFI,31.63
T/PC,20.27
LUX,23.5099
BHRB,59.95
KTPPF,0.0111
AVLC,64.442
CGIUF,0.2025
DWSH,6.93
GOGL,13.185
CALC,4.76
GLIOF,0.3
SHNY,39.7401
WFRSF,0.9
GNW,6.49
WEED,34.1556
MYLD,27.75
SPXN,60.45
NML,8
RCGCF,0.06
AAPY,27.5
YMAB,12.09
PBYA,1e-06
TLIS,8.54
TLTE,54.45
BIOAF,0.013
ACMB,0.0103
ETCC,2.1275
SM,47.8
KTF,9.555
SAN,4.865
XT,59.74
UDEC,34.46
SHDG,27.9211
FNMFM,7.35
HRTX,3.405
ISVAF,1136.99
CGA,2.3957
QPFF,36.71
LEGH,26.8
STXK,31.26
NGCRF,0.4789
CNTB,1.3
VFMV,118
IBTO,24.36
ACIXF,0.065
FNGD,23.96
SDS,22.3217
SDEM,25.6837
SAVA,10.4513
RSTRF,74.5773
AAMC,2.55
SMH,251.2415
JSMD,70.58
DFSI,34.07
GGTHF,0.09
MGIH,1.54
PHPPY,13.6
PEGY,1.76
MBLU,17.75
DMXCF,0.2623
PRFX,0.56
FGFI,17.25
ABVC,0.865
HYAC,10.56
OAIM,33.1999
SUHJY,9.13
ESGU,121.66
SKYU,24.27
TSLX,21.51
ECCX,24.44
ACM,90.3413
ACTHF,1.05
ECBK,13.1
TKMO,0.0004
CDNA,18.09
FFIE,0.4616
FGDL,32.8669
CFWFF,3.27
QABSY,20.74
REMYY,8.11
PALL,85.7499
BAMY,26.62
WOSGF,5.21
PLBLF,0.003
NWLG,31.6
OUKPY,5.4675
SCTSF,0.13133
BTDPF,6.168
AMXOF,0.84
ISPO,3.5
DH,5.91
NAIL,138.435
GSHD,64.23
NICE,181.81
WIGBY,66
RF/PB,25.06
MRAI,0.6511
EFAV,72.062
SPND,3.35
SF,84.445
ELVN,23.49
IBM,188.29
QTTOY,0.015
QNBC,25.45
AB,33.94
LNSTY,31.21
VTWV,148.9719
EUDA,3.82
PTALF,0.56
EFVIF,0.00145
NVTAQ,0.0003
URNJ,23.44
DSUS,1e-06
SCYYF,0.0121
SUMXF,2.93
MAWHY,12.62
BNDW,68.82
QMCI,0.187
GPTRF,0.1268
KRYPF,1.78
E,31.1601
MOTG,37.3183
NEXXY,6.18
QYLE,26.78
BFYW,0.0027
PTAIF,0.28115
PFBX,16.75
YYY,12.125
IVA,2.6628
BBSRF,0.21584
SMTC,32.61
NYMTL,20.52
ISRIF,3.459
MURGY,49.72
RMNI,3.14
AIPG,0.95
JWEL,1.99
NRSDY,14.51
RLMD,3.715
BOKF,105.01
SLG/PI,21.23
UBAAF,3.45
LALT,20.95
GRST,0.0008
NWPN,0.0001
CKHUY,5.14
BDRL,0.08
DGICA,14.55
MNXBF,4.465
HLPPF,0.8217
SHRT,7.84
PPCCY,30
REPO,0.012075
RNSC,30.33
BLBX,2.48
FTDR,37.6
VSPC,1e-06
EMBD,22.69
RBII,1e-06
NOCRF,0.0511
KHC,34.335
VFH,106.87
WHGLY,13.695
RVBR,0.015
AOM,43.5
EMC,27.28
LAZ,45.84
PSTRQ,1e-06
HGKGF,5.62
PSA/PP,17.81
MARVF,0.0261
CMP,13.07
OZK,46.17
MUEL,94
THNR,26.1061
ESINQ,0.0001
IHY,20.82
YECO,0.281
TIL,12.6699
EFAA,49.9027
QBCRF,20.887
TRGGF,0.02075
CZA,102.61
NWGC,0.0004
SPYU,44.635
DYLLF,0.9112
FORM,55.695
NPCT,11.29
KOSS,9.8
CGCP,22.59
ICAGY,4.4502
CFB,18.1
WLAN,0.00145
TANH,0.5522
IFHI,34.2
JMSI,50.57
PAM,45.05
RITM,11.745
DOC,21.33
PKTX,0.0144
FVD,43.125
OKTA,95.37
RELV,3.71
PSFE,20.73
LINRF,0.6428
SPHQ,64.61
MEDX,31.16
FIGS,6.24
FHN,16.4
AIVAF,6.15
PFI,52.49
GPOX,0.067
RF/PE,18.51
EWY,66.36
DALN,3.2001
MCFNF,0.09965
IXAQ,11.41
MNBD,25.7994
HAO,6
EDOG,21.4962
LDSN,0.0235
JBAXY,11.705
FRACF,1.84
OTGLY,10.295
NPNYY,5.97
RPYTF,152.32
SRUUF,18.42
ATBHF,0.07915
EJPRF,17.35
STLNF,0.0708
IMPUF,5.27
ALRTF,0.01005
KPTI,0.95
HEZU,35.725
SPOK,16.3653
KROS,47.99
TACK,26.685
SLJB,1e-06
TORXF,16.5
PXGYF,0.6218
VERI,2.925
MSBHF,21.3
COGT,8.77
HRGN,2.9
FIXT,36.32
STBI,15.932
PHI,26.0401
UGP,4.18
KPCPY,14.17
BYDMF,0.03644
ETHO,60.2194
POCI,6.0001
BTQNF,41.3
BURCA,12.65
CHOOF,1e-06
URGN,16.35
DWMF,27.2199
TTLHF,0.0252
WDSSF,46.71
RSSS,2.6
FMCKK,7.89
KPEA,0.14
CTJHF,0.083
NHC,129.49
MLPH,0.0007
DQ,17.29
CSTUF,11.1
SAPIF,22.91
CPPKF,0.55
LTRPA,0.55
AIA,67.501
MCCK,30
BC,81.94
HAUS,18.73
SMRT,2.415
ONTF,6.43
FHN/PE,23.15
DFGX,52.875
ENTEF,0.0644
HHGC,11.52
CTLP,7.275
FBCV,31.42
SKVY,1e-06
CNCR,15.44
CGON,37.48
ECGS,0.088355
SIFI,43.6645
MEDVF,0.013
NSGCF,0.0332
ENSV,0.2194
SMDV,69.39
VIDA,1e-06
NPO,167.26
HFGVF,1e-06
CGHLY,23.89
BMED,25.9822
TBJL,20.25
WDI,14.975
ISSC,5.525
IXP,88.45
TNRG,0.06
TAL,10.165
EDOW,35.0309
SOFO,0.0001
NEOM,0.0001
KRYS,203.4462
NTWK,2.95
NNOMF,0.9629
DLR/PL,21.71
XYF,4.37
BTAX,0.0598
CGGR,32.97
RWAYL,25.1699
RXI,167.69
CCAJ,0.0012
PXPP,0.0001
SGRB,0.042
CLLNY,17.65
NBOS,26.23
HBFGF,0.3726
DTRK,0.84
ASMMF,0.5783
OABI,4.75
UVRBF,1.762
FKMCF,0.03023
MNDJF,1.853
EWZ,28.47
BLKCF,1e-06
IKTSY,60.83
PUKPF,9.286454
RZLT,4.39
PCLI,0.0003
SIHBY,1.73
CMNR,1e-06
CVGW,24.82
KC,2.76
CODI/PC,24.3601
KMFI,0.06195
ISTR,17.99
PMOMF,0.1593
BRLXF,25.726
TCTM,1.14
ULS,44.2
BSENF,0.15
HUM,392.55
IPSC,2.7901
KGFMF,0.15
BHPA,0.00427
DIGTF,0.195
GNOM,11.45
HSPOU,11.12
PRK,173.585
ALVO,11.94
QVOY,27.98
STRG,2.55
INM,0.2758
SY,0.973
HIHI,0.03
CTEC,8.495
CLIR,0.93
TDSB,22.3901
MIDE,30.39
TEAM,180.41
SCGLF,26
PLYFF,0.015
FTXO,29.5
TWLO,59.35
IBDQ,24.8783
GBBGF,0.02
DUKZ,25.3
RGRNF,1.21
O,58.47
HKXCY,30.595
NOTV,2.13
MVES,0.0008
HLTOY,7.66
GUT,6.1072
SLRX,2.8
RWMI,0.0083
VOLVF,27.4
